geoid,intptlat,intptlon,geometry
10100US060730135051009,32.7434384,-116.969917,POINT (-116.9699169624189 32.7434384204505)
10100US060730135051022,32.7356458,-116.9631965,POINT (-116.9631965264873 32.73564581376473)
10100US060730135051011,32.7409868,-116.9719038,POINT (-116.9719038111322 32.7409868137475)
10100US060730135033004,32.7379182,-116.98042,POINT (-116.9804200215536 32.73791825271049)
10100US060730135033013,32.7338754,-116.9786996,POINT (-116.9786996101568 32.73387540307692)
10100US060730135032027,32.7413715,-116.9729452,POINT (-116.9729451811167 32.7413714985663)
10100US060730135032026,32.7422156,-116.9759849,POINT (-116.9759849295808 32.74221560295528)
10100US060730135033001,32.7396117,-116.9774689,POINT (-116.9774689015525 32.73961170402033)
10100US060730135033002,32.7380004,-116.9777497,POINT (-116.977749715793 32.7380003767667)
10100US060730135033010,32.7338868,-116.9767339,POINT (-116.9767338639595 32.73388677758717)
10100US060730135033008,32.7340549,-116.9758505,POINT (-116.9758504604711 32.73405493173192)
10100US060730135033007,32.7331539,-116.9760552,POINT (-116.9760551651458 32.73315392402092)
10100US060730135033009,32.7325175,-116.9759273,POINT (-116.9759273388181 32.73251751022296)
10100US060730135033020,32.7327928,-116.9775412,POINT (-116.9775412113423 32.7327927872856)
10100US060730135033033,32.7335588,-116.9803452,POINT (-116.9803451983466 32.73355882872018)
10100US060730135033021,32.7319753,-116.9809384,POINT (-116.9809383791263 32.73197527358717)
10100US060730135033032,32.7312901,-116.9809645,POINT (-116.9809644793228 32.73129008517731)
10100US060730135042001,32.7308464,-116.9813195,POINT (-116.981319449969 32.73084639356589)
10100US060730083461044,32.8977594,-117.2082592,POINT (-117.20825919794 32.89775944343219)
10100US060730001001001,32.7548975,-117.1818182,POINT (-117.1818181757408 32.75489746662094)
10100US060730002023027,32.7459518,-117.1746609,POINT (-117.1746609186069 32.74595180138546)
10100US060730091014021,32.7947027,-117.2063182,POINT (-117.2063182696104 32.79470275608259)
10100US060730085052005,32.8350456,-117.1806872,POINT (-117.1806871669851 32.8350455491104)
10100US060730085073004,32.8216966,-117.1751688,POINT (-117.1751688398709 32.82169662409893)
10100US060730111002029,32.6945699,-117.1814178,POINT (-117.1814178443085 32.69456993400948)
10100US060730110002007,32.6931393,-117.1737765,POINT (-117.1737764862318 32.69313934788124)
10100US060730200271053,33.0992141,-117.2044055,POINT (-117.2044054843475 33.09921413403664)
10100US060730065001030,32.7539517,-117.203186,POINT (-117.203185962541 32.75395167771711)
10100US060730091034009,32.7885211,-117.2021944,POINT (-117.202194374833 32.78852112171408)
10100US060730091034026,32.7894216,-117.1997441,POINT (-117.1997440979511 32.78942157782859)
10100US060730085025019,32.8285558,-117.2108073,POINT (-117.2108072795105 32.82855575434893)
10100US060730108002012,32.6917101,-117.1831069,POINT (-117.1831069458183 32.69171009255043)
10100US060730110002000,32.6940977,-117.1718303,POINT (-117.1718303172681 32.69409768202473)
10100US060730108001026,32.6884166,-117.1795188,POINT (-117.1795188205762 32.68841664904681)
10100US060730108001003,32.6912455,-117.1820062,POINT (-117.1820061694236 32.69124554962168)
10100US060730091071013,32.7681115,-117.191511,POINT (-117.1915109866672 32.76811146834842)
10100US060730091013007,32.7926382,-117.2049248,POINT (-117.204924770398 32.79263821878254)
10100US060730111003017,32.6973895,-117.1839033,POINT (-117.1839032533325 32.69738945184067)
10100US060730111002008,32.697869,-117.1794449,POINT (-117.1794448684466 32.69786898157749)
10100US060730111002020,32.695997,-117.1805863,POINT (-117.1805862589823 32.69599697059005)
10100US060730111001019,32.6953093,-117.178213,POINT (-117.1782130165991 32.69530930652406)
10100US060730111003015,32.6969288,-117.1828002,POINT (-117.1828002126796 32.69692884736568)
10100US060730196022015,33.2017439,-117.2142591,POINT (-117.2142591160372 33.20174392386012)
10100US060730083332008,32.9254395,-117.2128529,POINT (-117.2128529361735 32.92543947078962)
10100US060730213022035,32.7604376,-116.7348248,POINT (-116.7348247579932 32.76043758636395)
10100US060730191031056,33.2898609,-117.0402871,POINT (-117.0402870764618 33.28986086993218)
10100US060730191031048,33.275061,-117.0404131,POINT (-117.0404130845251 33.27506098317344)
10100US060730213022090,32.7254996,-116.7701637,POINT (-116.7701637442458 32.72549963984392)
10100US060730191031042,33.2834083,-117.0366504,POINT (-117.0366503672178 33.28340835454051)
10100US060730191031043,33.2851433,-117.0369012,POINT (-117.0369011939691 33.28514325587683)
10100US060730191031040,33.283815,-117.0293505,POINT (-117.0293504766497 33.28381499416432)
10100US060730191031023,33.2837419,-117.0287094,POINT (-117.0287093918335 33.2837418783667)
10100US060730191062072,33.2741406,-117.0098329,POINT (-117.0098328825984 33.27414062286214)
10100US060730191061028,33.2727204,-116.9945211,POINT (-116.9945211327239 33.27272035611358)
10100US060730191064013,33.2372471,-116.9818835,POINT (-116.9818834993428 33.23724711153296)
10100US060730191064003,33.240714,-116.9829391,POINT (-116.9829390509992 33.24071404090689)
10100US060730191064006,33.2415998,-116.991028,POINT (-116.9910280495811 33.24159980877714)
10100US060730213021014,32.6774578,-116.7447598,POINT (-116.7447597601238 32.67745778843837)
10100US060730213021017,32.6832537,-116.7296809,POINT (-116.72968094959 32.68325368005934)
10100US060730213021003,32.6636279,-116.7233063,POINT (-116.7233063297994 32.66362794503926)
10100US060730191011075,33.3215924,-116.9743733,POINT (-116.974373267951 33.32159235845423)
10100US060730213021006,32.6560897,-116.7256704,POINT (-116.7256703976312 32.65608973882969)
10100US060730213021023,32.6590997,-116.7456221,POINT (-116.7456220802257 32.65909972577231)
10100US060730210004056,33.220952,-116.3290755,POINT (-116.3270554035489 33.22134238889268)
10100US060730210003042,33.2160006,-116.3389123,POINT (-116.3389123693044 33.21600062987022)
10100US060730187001168,33.4175971,-117.5679318,POINT (-117.5679318263319 33.41759712713022)
10100US060730210003052,33.2165733,-116.3633182,POINT (-116.3633181726471 33.21657338396436)
10100US060730187001169,33.4193549,-117.5557821,POINT (-117.5557819620187 33.41935481550814)
10100US060730187001186,33.4222791,-117.537211,POINT (-117.5372109578514 33.4222791210591)
10100US060730210003037,33.2201245,-116.3711531,POINT (-116.3711531457048 33.22012449082841)
10100US060730210003054,33.2200154,-116.3674408,POINT (-116.3674408297772 33.22001539177167)
10100US060730210003040,33.2219598,-116.3664138,POINT (-116.3664138454528 33.2219597548231)
10100US060730210003039,33.2227971,-116.3678218,POINT (-116.3678217775585 33.22279714004512)
10100US060730210003031,33.2218992,-116.3717306,POINT (-116.3717305414499 33.22189919129886)
10100US060730187001235,33.3964397,-117.592285,POINT (-117.5922850131856 33.39643974005171)
10100US060730210003029,33.2160374,-116.3722308,POINT (-116.3722308508081 33.21603746854527)
10100US060730210003113,33.2292068,-116.3798267,POINT (-116.3798266513864 33.22920680379073)
10100US060730078003005,32.7990471,-117.2257533,POINT (-117.2257533297038 32.79904708297521)
10100US060739901000028,32.7718712,-117.2929136,POINT (-117.2929136975856 32.77187064755326)
10100US060730076003025,32.7785358,-117.2530824,POINT (-117.2530823814056 32.77853576261337)
10100US060730076003065,32.7794451,-117.2527759,POINT (-117.2527758777029 32.77944511317123)
10100US060730076003046,32.7805264,-117.2521214,POINT (-117.2521214261281 32.78052644947453)
10100US060730076003045,32.7818004,-117.2513528,POINT (-117.2513527959123 32.78180038235133)
10100US060730083124043,32.8501168,-117.2582047,POINT (-117.2582046716505 32.85011684564907)
10100US060730076001027,32.7787134,-117.21323,POINT (-117.2132300291726 32.77871363524349)
10100US060730076001035,32.782113,-117.2256018,POINT (-117.2248014344232 32.78387744050118)
10100US060730076001089,32.7678752,-117.2073643,POINT (-117.207364342756 32.76787524320795)
10100US060730076001115,32.793567,-117.2168513,POINT (-117.217139465836 32.79359349889963)
10100US060730076001002,32.7962945,-117.2186237,POINT (-117.2186237395314 32.79629453374323)
10100US060730076001012,32.797713,-117.2184422,POINT (-117.2184421949271 32.79771296807805)
10100US060730076006045,32.7827383,-117.2520197,POINT (-117.2520197246787 32.78273833234118)
10100US060730083011004,32.8141973,-117.22507,POINT (-117.2250700507787 32.81419733889965)
10100US060730080062012,32.8096628,-117.2604654,POINT (-117.260465401806 32.80966283455617)
10100US060730080063001,32.8086421,-117.2560225,POINT (-117.2560224779297 32.80864210944595)
10100US060730076006024,32.7855366,-117.2534638,POINT (-117.2534638082564 32.78553658356783)
10100US060730076006015,32.7865334,-117.2531374,POINT (-117.2531373544491 32.78653341960495)
10100US060730076007038,32.7872207,-117.2542205,POINT (-117.2542204584567 32.78722072467934)
10100US060730212041069,32.7859438,-116.8196648,POINT (-116.8214391804651 32.78605574863586)
10100US060730212043007,32.8379384,-116.6787932,POINT (-116.6787931760514 32.83793842185136)
10100US060730212042032,32.8169594,-116.7502814,POINT (-116.7502814388763 32.81695936611504)
10100US060730212022021,32.824148,-116.6131271,POINT (-116.6131271029211 32.82414786598349)
10100US060730211003276,32.6183578,-116.5204387,POINT (-116.5204351921811 32.61835885704094)
10100US060730211003255,32.6800122,-116.5108309,POINT (-116.5108308945694 32.68001221035024)
10100US060730211003028,32.6716496,-116.4868198,POINT (-116.4868198078052 32.67164955757971)
10100US060730211003013,32.6854319,-116.4677954,POINT (-116.4677953803247 32.68543189155417)
10100US060730211003001,32.7588696,-116.485649,POINT (-116.4856490216827 32.75886961118037)
10100US060730135042019,32.7277557,-116.989282,POINT (-116.989282 32.72775566666667)
10100US060730122002026,32.6612332,-117.0704178,POINT (-117.0704177847269 32.66123320857194)
10100US060730164021062,32.8017944,-116.9143059,POINT (-116.9143059063315 32.80179444251149)
10100US060730156012020,32.7882873,-116.9249319,POINT (-116.9249318724112 32.78828731278073)
10100US060730156013001,32.7885335,-116.9277513,POINT (-116.9277513459152 32.78853352112223)
10100US060730156011016,32.7944198,-116.930246,POINT (-116.9298060523856 32.79394390738859)
10100US060730155011008,32.8003983,-116.8646696,POINT (-116.8646696039962 32.80039831572942)
10100US060730155013011,32.8049821,-116.8704926,POINT (-116.870492582437 32.8049821468741)
10100US060730155013035,32.8050667,-116.8649066,POINT (-116.8649065500196 32.80506673519916)
10100US060730155013028,32.8102152,-116.8639991,POINT (-116.8639990756026 32.81021515446824)
10100US060730211003309,32.6336302,-116.4688098,POINT (-116.4688098410278 32.63363020204082)
10100US060730211003094,32.6599112,-116.4201808,POINT (-116.4201812884101 32.6599119014564)
10100US060730211003091,32.6761838,-116.4114078,POINT (-116.4114077589303 32.67618371006706)
10100US060730211003108,32.6436084,-116.4286323,POINT (-116.4307701653104 32.63931295987519)
10100US060730211003134,32.6392787,-116.4002209,POINT (-116.4002211742978 32.63927892925008)
10100US060730211002392,32.6088235,-116.3044213,POINT (-116.3030363240298 32.6100531740305)
10100US060730211002393,32.610804,-116.3184894,POINT (-116.3184893719355 32.61080395275123)
10100US060730014002021,32.7415591,-117.1365304,POINT (-117.1365303745806 32.74155910762506)
10100US060730049001005,32.7024869,-117.1363584,POINT (-117.1363584406478 32.70248694250602)
10100US060730050001026,32.6983984,-117.1403369,POINT (-117.1403368829085 32.69839840303964)
10100US060730050001067,32.693572,-117.1348409,POINT (-117.1348408585189 32.69357204650459)
10100US060730171101016,33.0573667,-117.1850076,POINT (-117.185007548994 33.05736672252755)
10100US060730011001007,32.7652654,-117.1336099,POINT (-117.133609869207 32.76526541406916)
10100US060730007003006,32.7416998,-117.148735,POINT (-117.1487350066069 32.74169981702128)
10100US060730007002019,32.7438171,-117.1487429,POINT (-117.1487428998212 32.74381705400359)
10100US060730043003002,32.7365387,-117.1311616,POINT (-117.131161555802 32.7365387010698)
10100US060730043002013,32.7371239,-117.1283752,POINT (-117.128375166239 32.73712391791627)
10100US060730032041047,32.6576747,-117.0579303,POINT (-117.0579303154611 32.65767469690574)
10100US060730185152018,33.1812772,-117.3131685,POINT (-117.3131685007955 33.18127722812092)
10100US060730168101010,32.847278,-116.9090326,POINT (-116.9090325559123 32.84727796977725)
10100US060730208071095,33.063324,-116.842291,POINT (-116.842291053234 33.06332397487392)
10100US060730208071026,33.0768172,-116.8095079,POINT (-116.8095078938431 33.07681722690231)
10100US060730094001022,32.8912029,-117.1196443,POINT (-117.1196442574612 32.89120288615123)
10100US060730187001244,33.3935878,-117.5937899,POINT (-117.5937898951104 33.39358775690815)
10100US060730055001001,32.725473,-117.1445076,POINT (-117.1445075994363 32.72547295435288)
10100US060730187001721,33.2282638,-117.3708386,POINT (-117.3708385682971 33.22826377951758)
10100US060730191014148,33.358072,-117.1107813,POINT (-117.1107813292606 33.35807198767417)
10100US060730191014070,33.3770751,-117.1012941,POINT (-117.1012940658301 33.37707508096129)
10100US060730191014116,33.359792,-117.1068668,POINT (-117.1061143432215 33.36065318697429)
10100US060730191014138,33.365137,-117.1013256,POINT (-117.1013255634385 33.36513701627698)
10100US060730191014139,33.3653556,-117.099246,POINT (-117.0992459649605 33.36535559016001)
10100US060730191053059,33.2361054,-117.0923957,POINT (-117.0923956710703 33.23610535794685)
10100US060730201031023,33.2037743,-117.0496645,POINT (-117.0474069936505 33.20720761985011)
10100US060730169021046,32.9130716,-116.8708585,POINT (-116.8708585455417 32.91307155551156)
10100US060730168092009,32.8388497,-116.8891622,POINT (-116.8891620611794 32.8388497274598)
10100US060730168023007,32.8583053,-116.842353,POINT (-116.8423529974267 32.85830526075678)
10100US060730155012036,32.8339252,-116.8610536,POINT (-116.8610536187799 32.83392516055571)
10100US060730168022052,32.8759402,-116.8744512,POINT (-116.8744512494636 32.87594024530567)
10100US060730208013006,33.0194129,-116.894688,POINT (-116.8946880426595 33.0194129309473)
10100US060730208063006,33.0341809,-116.8678129,POINT (-116.867812879612 33.03418088432402)
10100US060730191012064,33.2941805,-117.0347831,POINT (-117.0347831391127 33.29418050170074)
10100US060730191061065,33.2718554,-116.9952759,POINT (-116.9952759076993 33.27185542440922)
10100US060730100151036,32.5662236,-117.0166503,POINT (-117.0166503089599 32.56622357631669)
10100US060730168073008,32.8287387,-116.9119142,POINT (-116.9119141935844 32.82873873797953)
10100US060730201031044,33.2008606,-117.0592986,POINT (-117.0592987063125 33.20086054848976)
10100US060730201031103,33.1764007,-116.9981779,POINT (-116.9981779265379 33.17640066860974)
10100US060730150002026,32.7803578,-117.015088,POINT (-117.0150878929384 32.78035781244382)
10100US060730150001016,32.7855872,-117.0101504,POINT (-117.0101504293224 32.78558722710319)
10100US060730149021013,32.7705963,-117.0174498,POINT (-117.0174498471557 32.77059630654956)
10100US060730149021048,32.7694803,-117.0065013,POINT (-117.006501292734 32.76948028607679)
10100US060730149021029,32.770291,-117.0126564,POINT (-117.0126563556233 32.77029097357426)
10100US060730149021065,32.7645992,-117.0181198,POINT (-117.0181198485926 32.76459916477739)
10100US060730149021067,32.76792,-117.0145087,POINT (-117.014508722615 32.76792001362947)
10100US060730187001316,33.3510594,-117.4205567,POINT (-117.4205568618589 33.35105971960746)
10100US060730149013025,32.7630657,-117.0089364,POINT (-117.0089363685734 32.76306574176691)
10100US060730149012001,32.7583663,-117.0117109,POINT (-117.0117109024156 32.75836629803683)
10100US060730085021002,32.8385562,-117.1984959,POINT (-117.198495936466 32.83855620193778)
10100US060730085013001,32.8244112,-117.2230665,POINT (-117.2230665143928 32.82441118856841)
10100US060730072002038,32.7287917,-117.2554052,POINT (-117.2554052195763 32.72879168399624)
10100US060730072002010,32.7336444,-117.2534672,POINT (-117.253467254483 32.73364443482136)
10100US060730072001001,32.7292118,-117.2451019,POINT (-117.2451019028721 32.72921175949966)
10100US060730211003042,32.6967235,-116.4421269,POINT (-116.4421263408977 32.69672396656646)
10100US060730211003046,32.6997213,-116.4727416,POINT (-116.472741606046 32.69972134207886)
10100US060730211003043,32.7026571,-116.4568877,POINT (-116.4568867477626 32.70265765247754)
10100US060730211003044,32.6982123,-116.4703647,POINT (-116.4703647071507 32.69821233908232)
10100US060730211003045,32.6900668,-116.4642711,POINT (-116.464271061656 32.69006683068191)
10100US060730211003041,32.7199737,-116.4331062,POINT (-116.4331061803536 32.71997370521327)
10100US060730211003000,32.7509264,-116.4822695,POINT (-116.4822697441471 32.75092702550849)
10100US060730211003007,32.7292607,-116.4827463,POINT (-116.4827462873061 32.72926068789713)
10100US060730022023005,32.7523615,-117.1091698,POINT (-117.1091698222842 32.7523615312472)
10100US060730211001228,32.7627916,-116.492271,POINT (-116.4922709888682 32.76279169746638)
10100US060730211001014,32.7889792,-116.5264467,POINT (-116.52644940807 32.78898029796284)
10100US060730211001029,32.7695816,-116.5702494,POINT (-116.5702494077044 32.76958159969949)
10100US060730187001230,33.3928146,-117.5897491,POINT (-117.5897490784053 33.39281461972666)
10100US060730139051001,32.7284981,-116.9898567,POINT (-116.9898566550575 32.72849807343896)
10100US060730135042015,32.7269832,-116.9869555,POINT (-116.986955526821 32.72698323965178)
10100US060730135042016,32.7269555,-116.9877271,POINT (-116.987727099183 32.72695551382148)
10100US060730134011037,32.6326353,-117.0504676,POINT (-117.0504675799894 32.63263527245276)
10100US060730134011036,32.6320998,-117.0511309,POINT (-117.0511309214785 32.6320998415002)
10100US060730122002024,32.6618109,-117.0710422,POINT (-117.0710422200046 32.66181093811582)
10100US060730122002023,32.6615249,-117.0706821,POINT (-117.0706820878756 32.66152487809187)
10100US060730020021023,32.7599692,-117.0881542,POINT (-117.088154220724 32.75996922885246)
10100US060730020021020,32.7592232,-117.0894714,POINT (-117.0894714046378 32.7592231548149)
10100US060730020021015,32.7614353,-117.0911245,POINT (-117.0911244996217 32.76143534496339)
10100US060730020021014,32.7615666,-117.090262,POINT (-117.0902620306585 32.76156661746239)
10100US060730020021011,32.761754,-117.0893394,POINT (-117.0893393947369 32.76175400913451)
10100US060730020021024,32.7619227,-117.0881378,POINT (-117.0881378067328 32.76192273416594)
10100US060730020021009,32.7654548,-117.0859847,POINT (-117.0859847096047 32.76545483868546)
10100US060730020021007,32.7666007,-117.0865392,POINT (-117.0865391836011 32.76660074431265)
10100US060730020021003,32.7650503,-117.0901048,POINT (-117.0901047606577 32.76505025907444)
10100US060730020021001,32.7666691,-117.0894413,POINT (-117.0894413449006 32.76666909852865)
10100US060730020021000,32.7691826,-117.0919606,POINT (-117.0919606752985 32.76918255412519)
10100US060730020013012,32.7595623,-117.1043974,POINT (-117.1043974376427 32.75956228567421)
10100US060730020013009,32.7620209,-117.104513,POINT (-117.1045130019185 32.76202087594398)
10100US060730020013007,32.7620599,-117.1028089,POINT (-117.1028088509998 32.76205987176539)
10100US060730022023012,32.750581,-117.1087833,POINT (-117.1087832917549 32.75058103150076)
10100US060730020013004,32.7577813,-117.1013535,POINT (-117.1013534538444 32.75778133256216)
10100US060730020013003,32.7621482,-117.1019302,POINT (-117.1019301734429 32.76214824279857)
10100US060730020013001,32.7636018,-117.1001717,POINT (-117.1001716915502 32.76360183154462)
10100US060730020013005,32.7634515,-117.0973329,POINT (-117.0973328494654 32.76345154240999)
10100US060730100103006,32.5752995,-117.0632074,POINT (-117.0632074378421 32.57529948371667)
10100US060730100103005,32.5753077,-117.0601486,POINT (-117.0601486170284 32.57530774904009)
10100US060730100101011,32.5768466,-117.0577861,POINT (-117.0577860708074 32.57684658519589)
10100US060730100033001,32.5777589,-117.0483385,POINT (-117.0483385147825 32.57775891251003)
10100US060730100033002,32.5770757,-117.0483323,POINT (-117.0483322528593 32.57707573202139)
10100US060730100103002,32.5742525,-117.0561388,POINT (-117.0561388492305 32.57425253591902)
10100US060730100103003,32.5734694,-117.0574078,POINT (-117.0574078413142 32.57346940517941)
10100US060730100042001,32.5729238,-117.0580503,POINT (-117.0580502709573 32.57292375572381)
10100US060730100103007,32.5734927,-117.0580462,POINT (-117.058046202617 32.57349269431963)
10100US060730100042013,32.5723022,-117.0562186,POINT (-117.0562186113814 32.57230221352361)
10100US060730100042010,32.5707809,-117.0580329,POINT (-117.0580328665781 32.57078092925914)
10100US060730100042025,32.5683357,-117.0607396,POINT (-117.060739566827 32.56833567868068)
10100US060730100103001,32.5758862,-117.0563641,POINT (-117.056364104016 32.57588621739585)
10100US060730101031054,32.5841272,-117.0988808,POINT (-117.0988807585773 32.58412723869917)
10100US060730101031049,32.5848533,-117.0987427,POINT (-117.0987426782629 32.5848532625362)
10100US060730211002324,32.6794634,-116.343665,POINT (-116.3436648426591 32.679463649875)
10100US060730211002433,32.6196767,-116.3511897,POINT (-116.3511896551776 32.61967678773442)
10100US060730210001276,32.9031556,-116.2431481,POINT (-116.24314815071 32.90315556072989)
10100US060730210002024,33.399568,-116.4614795,POINT (-116.4623726568356 33.40018041827864)
10100US060730210004048,33.2361194,-116.3680824,POINT (-116.3680823876863 33.23611942309098)
10100US060730210003026,33.2382606,-116.3787376,POINT (-116.3787375957584 33.23826059722562)
10100US060730210001111,33.0998368,-116.1306027,POINT (-116.1306026867276 33.09983678804601)
10100US060730187001891,33.3867561,-117.5572589,POINT (-117.5572589322584 33.38675609483116)
10100US060730210001043,33.1445566,-116.1360581,POINT (-116.1360580561234 33.14455660823898)
10100US060730178091014,33.1554303,-117.3331117,POINT (-117.3331117013377 33.1554303073048)
10100US060730198062011,33.1493314,-117.293946,POINT (-117.29394604981 33.14933139041616)
10100US060730183001012,33.1888228,-117.3784762,POINT (-117.3784762164091 33.18882276427235)
10100US060730178112007,33.117305,-117.3121155,POINT (-117.3121155139894 33.11730499600119)
10100US060730177023010,33.0502627,-117.2971182,POINT (-117.2971181633571 33.05026270486452)
10100US060730177014002,33.0689359,-117.3036153,POINT (-117.3036153881369 33.06893600869932)
10100US060730210001086,33.0216352,-116.3912177,POINT (-116.391218497934 33.02163606796604)
10100US060730210001455,33.0998069,-116.1235339,POINT (-116.1235339058889 33.09980688929387)
10100US060730210001444,33.1007979,-116.1223424,POINT (-116.1223424406131 33.10079787946514)
10100US060730210001414,33.10174,-116.1199923,POINT (-116.1199922822192 33.10174004608577)
10100US060730210001408,33.1436025,-116.116611,POINT (-116.1166109729915 33.14360244698602)
10100US060730221001040,33.1432685,-117.2905458,POINT (-117.2917603987362 33.14215271364011)
10100US060730178131028,33.0991259,-117.3126869,POINT (-117.3126869084149 33.09912588833946)
10100US060730135061057,32.7289875,-116.9601288,POINT (-116.9601287627239 32.72898750425178)
10100US060730177012027,33.0649197,-117.3030688,POINT (-117.3030687907723 33.0649196933906)
10100US060730176043008,33.0534457,-117.2779853,POINT (-117.2779853193927 33.05344567551471)
10100US060730176032006,33.0633406,-117.2879133,POINT (-117.2879133009207 33.06334062415507)
10100US060730176013039,33.0719234,-117.2842089,POINT (-117.2842088788935 33.07192336436147)
10100US060730175023006,33.0380258,-117.2799132,POINT (-117.2799131916382 33.03802579652903)
10100US060730173041012,32.9811836,-117.2712202,POINT (-117.2712202344323 32.98118356955215)
10100US060730211002228,32.7084148,-116.3190297,POINT (-116.3190296992182 32.70841484159519)
10100US060730211002178,32.7375436,-116.3552037,POINT (-116.3552037390219 32.73754357015304)
10100US060730211002334,32.6895425,-116.3357827,POINT (-116.3357827143196 32.6895424615453)
10100US060730203044030,33.1580608,-117.1335788,POINT (-117.1335787916232 33.15806082398145)
10100US060730085123002,32.8057616,-117.1903152,POINT (-117.1903151934221 32.80576159544054)
10100US060730085123006,32.8130122,-117.192407,POINT (-117.1924070234965 32.81301219165454)
10100US060730085123010,32.8165124,-117.1869572,POINT (-117.1869572063774 32.81651241400948)
10100US060730085123000,32.8171105,-117.1867715,POINT (-117.1863142535032 32.81708254269097)
10100US060730085122010,32.8074533,-117.1843779,POINT (-117.1843778417226 32.80745328888241)
10100US060730085122009,32.8077153,-117.1864174,POINT (-117.1864173735948 32.80771533883316)
10100US060730085122006,32.8092001,-117.1865628,POINT (-117.1865628257787 32.80920013832109)
10100US060730085122005,32.8097618,-117.188306,POINT (-117.1883060467556 32.80976180820896)
10100US060730085122004,32.8118617,-117.1870792,POINT (-117.1870791984283 32.81186169038316)
10100US060730085122003,32.8118944,-117.1861332,POINT (-117.1861331850997 32.81189445296341)
10100US060730085122002,32.8117195,-117.1847584,POINT (-117.184758411921 32.81171949040423)
10100US060730085121001,32.8148779,-117.1836598,POINT (-117.1836597864151 32.8148779001167)
10100US060730085103010,32.8107973,-117.1543449,POINT (-117.1543449066195 32.81079734751571)
10100US060730085103000,32.817803,-117.1601555,POINT (-117.1573754778534 32.81390562097963)
10100US060730085103008,32.8146989,-117.1596195,POINT (-117.1596194591432 32.81469894213963)
10100US060730085102010,32.8142817,-117.1608655,POINT (-117.1608655208964 32.81428175004815)
10100US060730155013013,32.8050699,-116.8689017,POINT (-116.8689017013255 32.80506990495878)
10100US060730187001313,33.3173085,-117.4252746,POINT (-117.4252744763781 33.31730898458073)
10100US060730154043003,32.7823792,-116.9349081,POINT (-116.9349081401637 32.78237920815823)
10100US060730213021038,32.6486648,-116.8540184,POINT (-116.8540184163538 32.64866478460061)
10100US060730100151001,32.5708463,-116.9016242,POINT (-116.9016245349992 32.57084648417471)
10100US060730213021152,32.6480722,-116.795972,POINT (-116.7959721000804 32.64807207230768)
10100US060730213022141,32.7142314,-116.7690375,POINT (-116.7690375020189 32.71423138344763)
10100US060730213022148,32.668437,-116.7891969,POINT (-116.7891969144518 32.66843699064129)
10100US060730132063027,32.5986158,-117.0718324,POINT (-117.0718323787901 32.59861575218976)
10100US060730213021096,32.6793661,-116.6831254,POINT (-116.6831255586054 32.67936634490507)
10100US060730213021002,32.7023269,-116.7450632,POINT (-116.7450631776945 32.70232693984018)
10100US060730134101064,32.6834734,-116.987279,POINT (-116.987278997645 32.68347336708987)
10100US060730213022055,32.7592002,-116.7413249,POINT (-116.7413248739262 32.75920020268268)
10100US060730212022056,32.7920255,-116.6748078,POINT (-116.6748056145077 32.79202659661915)
10100US060730211003232,32.6789252,-116.5040392,POINT (-116.5040392363881 32.67892519627785)
10100US060730211003226,32.6800415,-116.5025275,POINT (-116.5025274585625 32.68004146561067)
10100US060730211003231,32.6784975,-116.5032623,POINT (-116.5032623243496 32.67849754106604)
10100US060730211003236,32.6782166,-116.5021181,POINT (-116.5021181292329 32.67821659766518)
10100US060730211003229,32.6792762,-116.5021021,POINT (-116.502102077218 32.67927616939387)
10100US060730211003027,32.6689535,-116.4850401,POINT (-116.4850400636471 32.66895363815841)
10100US060730211003021,32.7177569,-116.4688925,POINT (-116.4688924588072 32.71775688767493)
10100US060730211003017,32.7212754,-116.4497358,POINT (-116.4497354766791 32.72127516606383)
10100US060730211003022,32.7247859,-116.4317403,POINT (-116.4317402702929 32.72478588337787)
10100US060730211003174,32.6580515,-116.4760415,POINT (-116.47604149584 32.65805180725084)
10100US060730211003176,32.6583076,-116.4842564,POINT (-116.4842563107527 32.65830770590517)
10100US060730211003192,32.6614164,-116.4883736,POINT (-116.488373592488 32.66141637375873)
10100US060730212042029,32.8218909,-116.7329862,POINT (-116.7329861446263 32.8218909937473)
10100US060730212043025,32.8136216,-116.7269553,POINT (-116.7269553261133 32.81362150623541)
10100US060730212042033,32.8154018,-116.758449,POINT (-116.7584489430162 32.81540176360895)
10100US060730212042036,32.8096197,-116.7733396,POINT (-116.7733395033249 32.80961980860803)
10100US060730211001007,32.7915218,-116.6077009,POINT (-116.6077008393 32.79152169471361)
10100US060730020022000,32.7684216,-117.0969318,POINT (-117.0969317715037 32.76842167168055)
10100US060730020012003,32.7730405,-117.0976074,POINT (-117.0976074092089 32.77304046456111)
10100US060730020012030,32.7640276,-117.1037329,POINT (-117.1037328554407 32.76402757050329)
10100US060730020012014,32.7650926,-117.1086058,POINT (-117.1086057508492 32.76509264621066)
10100US060730020012020,32.7691635,-117.1006629,POINT (-117.1006628946611 32.76916353293856)
10100US060730020012028,32.7726676,-117.1032779,POINT (-117.1032778643412 32.77266760249129)
10100US060730020012032,32.7728423,-117.104297,POINT (-117.1042970409778 32.77284228483613)
10100US060730020012012,32.7726212,-117.1084605,POINT (-117.1084604337111 32.77262125653531)
10100US060730020012004,32.7785102,-117.1020964,POINT (-117.1020963916455 32.77851019240241)
